,Bifidobacterium adolescentis,Bifidobacterium bifidum,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Collinsella aerofaciens,Bacteroides caccae,Bacteroides cellulosilyticus,Bacteroides dorei,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides fragilis,Bacteroides intestinalis,Bacteroides massiliensis,Bacteroides ovatus,Bacteroides salyersiae,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides uniformis,Bacteroides vulgatus,Bacteroides xylanisolvens,Bacteroidales bacterium ph8,Barnesiella intestinihominis,Coprobacter fastidiosus,Odoribacter splanchnicus,Parabacteroides distasonis,Parabacteroides goldsteinii,Parabacteroides merdae,Parabacteroides unclassified,Paraprevotella clara,Paraprevotella unclassified,Prevotella copri,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes shahii,Alistipes unclassified,Streptococcus salivarius,Clostridium bolteae,Clostridium citroniae,Clostridium clostridioforme,Clostridium hathewayi,Clostridium leptum,Clostridium nexile,Clostridium symbiosum,Flavonifractor plautii,Eubacterium eligens,Eubacterium hallii,Eubacterium rectale,Eubacterium siraeum,Eubacterium sp 3 1 31,Eubacterium ventriosum,Ruminococcus gnavus,Ruminococcus obeum,Ruminococcus torques,Coprococcus comes,Dorea longicatena,Lachnospiraceae bacterium 1 1 57FAA,Lachnospiraceae bacterium 3 1 46FAA,Roseburia hominis,Roseburia intestinalis,Roseburia inulinivorans,Roseburia unclassified,Oscillibacter unclassified,Peptostreptococcaceae noname unclassified,Faecalibacterium prausnitzii,Ruminococcus bromii,Ruminococcus callidus,Ruminococcus lactaris,Subdoligranulum unclassified,Coprobacillus unclassified,Acidaminococcus unclassified,Dialister invisus,Veillonella atypica,Veillonella dispar,Veillonella parvula,Veillonella unclassified,Burkholderiales bacterium 1 1 47,Parasutterella excrementihominis,Sutterella wadsworthensis,Bilophila unclassified,Escherichia coli,Escherichia unclassified,Klebsiella pneumoniae,Haemophilus parainfluenzae,Akkermansia muciniphila,C2likevirus unclassified
ESM718UH,0,0,0.000897,0.0002741,0.0016667,0.0493022,0,0.0017248,0,0.0007827,0,0.0006572,0,0,0.010605,0.0064501,0.463567,0.0006966,0.0610321,0.0001956,0.0024918,0,0,0,0.0051994,0.0002979,0,0.0602446,0,0.0058595,0.0225059,0,0.0145114,0.0020957,0.0419047,0.0113121,0,0,0,0,0,0,0.0005533,0,0,0.0002274,0,0.0019593,0.0558432,0,0,0.0007671,0.0001734,0.0006135,0.0022132,0.0003236,0,0,0.0004762,0.0035232,0.0046107,0.0026969,0,0.0159345,0,0.0698543,4.48E-05,0.0048284,0,0.0183101,0,0,0.0038375,0,0,0.0005978,0.0004096,0,0,0.0311886,0.0021156,0.0003604,0,0,0,0.0089933,0
ESM718V8,0.0050893,0.0023015,0.0002166,0,0.0017012,0.0332278,0,0.0011693,0,2.60E-05,0.0008712,0,0,0.0072597,0.006122,0.0005775,0.0103273,0.0003825,0.0093309,0.0064352,0.0004525,0.0025149,0,0,0.0020384,1.12E-05,0,0.0065339,0,0.000644,0.0014379,0.57566,8.70E-06,0.0008398,0.0312362,0.0042929,0,0,0,0,0,0,0.0004506,0,0,0,0.0024426,0.0003113,0.0257289,0.0002887,0,0.0017125,0,0.0104523,0.0024992,0.0038474,0.0063812,0,0.000501,0.0003015,0.0019139,0.0006329,0.0028112,0.001078,0,0.0857916,0.0004432,8.05E-05,0,0.0085722,0,0,0,0,0,0,0,0,0,0.0092343,0.000335,0.0001202,0.0003895,0,0,0,0.0006372
ESM7F5AK,0,0,0.0009887,0.0010579,0.0042294,0.038368,0,0.0010726,0,0.0010437,0,0.0003251,0,0,0.0036733,0.0041185,0.1456,0.0001999,0.0135592,6.18E-05,0.0011854,0,0,0,0.0050783,3.04E-05,0,0.0345478,0,0.0051197,0.0117015,0,0.0148748,0.0021536,0.0364179,0.0051085,0,0,0.0006735,0.0006472,0,0.0021464,0.0081117,0,7.90E-05,0.0001451,0,0.0043217,0.133651,0,0,0.0166654,0.0004611,0.0075948,0.0045145,0.0014766,0.0013239,0,0.0013673,0.0014554,0.005025,0.001671,0.0024101,0.0083729,0,0.358909,7.35E-05,0.0032378,0,0.0428587,0,0,0.0117371,0,0,0,0,0,0,0.0077246,0.0040061,0,0,0,0,0.0096312,0.000137
ESM9IEP1,5.22E-05,0.0014266,0.0001041,0,0.0006902,0.0151115,0,0.0019403,0,9.09E-05,0.0013117,0,0,0.0140074,0.0068505,0.003336,0.0123772,0.0010855,0.01502,0.0117832,0.0005195,0.0034901,0,0,0.0082935,0,0,0.0103418,0,0.0007319,0.0023088,0.450493,0,0.0053605,0.0651051,0.0125181,0,0,0,0,0,0,0,0,0,0.0002123,0,0,0.000682,0.0002167,0,0.0002421,0,0,0.000754,0,0.0001179,0,0,0.0013976,0.0007142,0.0001168,0,0.0034589,0,0.0948725,0,0,0,0.0088339,0,0,0,0,0,0,0,0,0,0.0513378,0.0018739,0.0030051,0.0019154,0,0,4.28E-05,0
HSM5MD3Y,0,0.000457,0.0005778,0,0.000456,0.0922879,0,0.0265046,0,0,0,0.0692728,0,0,0.0320198,0,0.0412027,0,0.123297,0.0003147,0,0,0,0,0,0.0172032,0,0.108328,0,0,0,0,0,0,0,0.0045316,0,0.000848,0.0001467,0,0,0.0004045,0,0,0.0010046,0,0,0.0004398,0.0451878,0,0,0.0207954,0.0013107,0.0005604,0.0036023,0.0002538,0.0057645,0,0.001303,0,0,0.0018664,0.079749,0,0.0044735,0.147835,0,0,0,0.0086076,0,0,0,0.0028699,0.0022292,0.0217284,0.0454047,0.0079749,0.0025881,0,0.0012776,0.0139432,0,0,0.0408723,0,0.0019682
HSM5MD41,0,0.0019064,0.0046976,0.0005882,0.0008348,0.119212,0,0.0118733,0,0,0,0.18018,0,0,0.116453,0,0.180474,0,0.193654,0,0.0010303,0,0,0,0,0.0282673,0,0.0279889,0,0,0,0,0,0,0,0.0117335,0,3.25E-05,0.0025676,2.11E-05,0,0.0024476,0.0023744,0.0022017,0.00842,0.0016985,0,0.0011562,0.0107824,0.0006459,0,0.0022658,0.000383,0.0011986,0.0025044,0.0004071,0.0010555,0,0.0002806,6.35E-05,0,0.000531,0,0.0021819,0.0004666,0.0297045,0,0,0,0.0027883,0,0,0.000691,0,0,0.0007841,0.0001781,0.0008918,0.0003147,0,0.0038791,0.0101648,0,0,0,0,0
HSM5MD43,0,0.0011401,0.0132723,0.0007154,0.0007411,0.0594796,0,0.0119325,0,0,0,0.0624216,0,0,0.219553,0,0.151448,0,0.145777,0,0,0,0,0,0,0.0053359,0,0.0047193,0,0,0,0,0,0,0,0.004868,0,5.56E-05,0.0004194,0.0001252,0,0.0085545,0,0,0.0097078,0.0004671,0,0.0004199,0.0153395,0.0007512,0,0.0005612,0.0016432,0.0006298,0.0108103,0.0020496,0.0020211,0,0.0007479,0.0012596,0,0.0010754,0.0010965,0.0007809,0,0.200837,0,0,0,0.031341,0,0,0.0026588,5.00E-06,0,0.0004436,0.0002661,0.0008302,3.01E-05,0,0.0027987,0.0041161,0.0007198,0,0.0010012,0,0.0006859
HSM5MD4O,0,0,0.0019568,0,0.0005572,0.158141,0,0,0,0,2.93E-05,0.0789052,0,7.90E-06,0.0357486,0,0.0001826,0,0.0590135,0.240226,0.0071302,0,0,0,0.0075284,0.0225697,0,0.0333963,0.0068505,0,0,0,0.0018668,0,0.0317732,0.0046563,0,0.001965,3.52E-05,0,0,7.83E-05,0,0,0.0002179,0.0001955,0.0074979,1.22E-05,0.0353155,0.0001852,0,0,0.0005527,0.0013351,0.0057518,0.0026811,0.0007981,0,0.0002858,0.0052764,0.0014538,0.0001277,0,8.05E-05,0,0.198263,0,0,0,0.0069069,0,0,0.007431,0.0027986,5.50E-05,0.0021181,0.0027537,0.0024154,4.50E-05,0,0.001563,0.0013183,0.0005956,0,0.0017005,0,0.0001103
HSM5MD5D,0.0024302,0.0012229,0.001204,0.0047357,0.0035871,0.0468965,0,0.0006286,0.0854474,0,0.0124743,8.50E-06,0,0,0.0188029,0,0.0061809,0.0076821,0.032667,0.0469732,0.0002092,0,0,0,0,0,0,0.0667799,0,0,0,0,0.0255979,0.0179085,0,0,0.0340919,0,0.0016399,0.0001697,0,0.0011685,0.0340384,2.09E-05,0.0005113,0.00197,0.0004762,0.0015836,0.0476005,0,0,0.022643,0,0.0003559,0.0038775,0.000973,0.0034857,0.006394,0.0010836,0.001937,0,0.0004076,0,0.0055496,0.0002675,0.266996,0.0321755,0.0024702,0,0.0381229,0,0,0.0157166,0,0.000148,0.0006027,0.0007679,0.0066065,0.0051797,0,0.01186,0.0003481,0,0,0.0006313,0.0099739,0.0036408
HSM5MD5P,0,0,0.0003233,0,0,0,0,0,0,0,0,0.1184,0,2.25E-05,0.0922592,0,0.204124,0,0.186209,0.0408223,0,0,0,0,0,0.0181916,0,0.0050631,0.0132019,0,0,0,0.0033382,0.0090665,0,0,0,0,0.0002115,0,0.0104556,0.0020028,0,0,0.0013275,0.0021714,0,0,0,0,0.0039275,0,0.0044205,0.0008951,0.0108958,0,0,0.0052163,0,0.001291,0.011713,0,0.0009728,0.0079283,0,0.0197896,0,0,0,0.0063936,7.03E-05,0,0.0527479,0,0,0.0002448,5.30E-05,0,0,0,0,0.0048807,0,0,0.000242,0.154697,0
HSM5MD62,0,0.0001877,0.0032081,0,9.82E-05,0.0348735,0,0,0,0,0,0.0155448,0,0,0.108593,0,0,0.0128299,0.0493761,0.281606,0.0674249,0,0,0,0.0335318,5.68E-05,0,0.0452498,0,0,0,0,0,0,0,0.032993,0,0.0008003,0.0004748,0,1.46E-05,1.97E-05,0,0.0003747,0.0003853,0.0008371,0,0,0,0,0,0,0.0003513,0,0,0.0003965,0.0004775,0,8.61E-05,0,0.010132,0.0010655,0,0.0006072,0.0002926,0.12523,0,0,0,0.0576072,0,0,0.0200285,0.0033061,0.0006168,0.0072374,0.0018168,0,0,0.0433383,0.0046809,0.0015296,0.0005487,0,0.0012769,0,0.0006364
HSM5MD6A,0,0,0.011201,0,0,0.0589716,0,0,0,0,0,0.0530029,0,0,0.0046435,0,0,0.058816,0.121013,0.133711,0.0379229,0.0007094,0,0,0.0078279,0,0,0.0907866,0,0,0,0,0,0.0065357,0.0513417,0,0,0.0038951,0.0110549,5.87E-05,0,0.0001327,0.0018694,0,0.000166,0.000629,0,0.0037282,0.0499748,0,0.0033737,0,0.0040489,0.000577,0.0170144,0.0104441,0.0016576,0.0068867,0.0389045,0,0,0.0040111,0,0.0051198,0,0.0263711,0.0071188,0,0,0.0222947,0,0,0.101835,0,0.0002091,0.0003519,0.0013028,0.0031969,0.0031078,0,0,0,0.0012617,0,0.011001,0,0
HSM5MD6K,0,0,0,0,0,0,0,0,0,0,0,2.60E-05,0,0.206398,0.0426364,0,0.306837,0,9.61E-05,8.00E-06,0,0,0,0,0,0,0,0,8.39E-05,0,0,0,0.0076962,0.0309799,0,0.0087424,0,0,0.0041531,0,0,5.03E-05,0.0016415,0,0,0.0007502,0.0003874,0.0015453,0.0585656,0,0,0,0,0.0011819,0.0013033,0.0007293,0.0025033,0,0.0001025,0.0004757,9.12E-05,0.004433,0,0.0023472,0,0.242667,0.0049155,0,0,0.0108493,0,0,0.0013941,0,0,0,0,0.0015446,0.0007271,0,0.0115865,0,0,0,0,0,0
HSM5MD73,9.95E-05,0.0040744,0.0009389,0,0.0007216,0.0630017,0,1.58E-05,0,0,0,0.0269968,0,8.79E-05,0.0483147,0,0.0001428,0.045861,0.0336291,0.149449,0.0149378,0,0,0,0.0245819,2.86E-05,0,0.0295816,0,0,0,0,0,0,0,0.0146828,0,0,6.07E-05,0,0.0001003,0.0001336,0.0002995,0,0.0001254,0.0008299,0.0036971,0,0.106734,0,0,0,0.000255,0.0004858,0.0022416,0.0010605,0.0019565,0,0.0006154,0.0004048,0.0456733,0.0034859,0,0.0001803,0.002952,0.219138,0,0,0,0.0212365,0,0,0.0128929,0.0006738,0.0007036,0.0026643,0.0030192,0,0,0.0651541,0.0024874,0.0027996,0.0013562,0,0.0065243,0,0
HSM5MD79,0.001964,0.0011813,8.67E-05,0,0,0,0,0.0297522,0,0,0,0.146769,0,0,0,0,0,0,0.0631345,0.0442462,0,0,0,0,0,0.0502158,0,0,0.0804173,0,0,0.339856,0,0.0138307,0.161669,0,0,0,0.0013927,0,0,0,0,0,0.0020431,0.0038256,0,0,0.0088029,0,0,0,2.65E-05,0,0.0031192,0,0,0.0003481,0,0,0,0,0,0.0051463,0,0.0126422,0,0,0,0.0030454,0,0,0.0056141,0,0,0,0,0.0033035,0.0025972,0,0.0057622,0.0050719,0.0006531,0,0,0,0
HSM5MD7J,0.0001305,0.0004859,0,0,0,0,0,0.0091962,0,0,0,0.0131677,0,0,1.83E-05,0,0,0,0.0148381,0.0161257,0,0,0,0,0,0.0173062,0,0,0.0186973,0,0,0.779565,0,0.0047254,0.0224635,0,0,0.000437,0.0010531,0,0,0,0,0,0,0.0004206,0,0,0.0208983,0,0,0,0.0018438,0,0.007799,0,0,0,0,0,0,0,0.0002514,0.002181,0,0.0164824,0,0,0,0.0007651,0,0,0.0246729,0.0016071,0,0.0006917,5.20E-06,0.0017926,0.0020452,0,0.0012785,0.0089794,0.0022984,0,0.002708,0,0
HSM67VCZ,0,0,0,0,0,0.0005961,0,0,0,0.0003645,0,0.154972,0,0,0.0227561,0,0.368855,0.0259445,0.0727786,0.0009624,0.0371842,0,0,0,0,0,0,0.000382,0.099883,0,0,0.0012572,0.0215782,0.0376301,0.000146,0,0.0367942,0,0.0346967,0,3.87E-05,5.02E-05,0,0,0.0016621,0.0006106,0,0.0001578,0.0118004,0,0,0,0,0.0003083,0.0071574,0.0029913,0.0004828,0,0.0006338,0.0003266,0.0020589,0.0002101,0,0.0041152,0,0.0052432,0,0,3.42E-05,0.0108761,0,0,0.0016294,0,0,0,0,0.0039975,0.0048215,0,0,6.37E-05,0.0002491,0,0,0.0171016,0
HSM67VD6,0,0,0.0001017,0,0,2.21E-05,0,0,0,2.00E-05,0,0.273364,0,0,0.0270761,0,0.197327,0.026765,0.069401,0.0004014,0.0163078,0,0,0,0,0,0,0,0.0885152,0,0,0,0.0109306,0.0277425,9.33E-05,0,0.0218608,0,0.0245572,2.65E-05,6.20E-06,8.69E-05,0,0,0.0033683,7.05E-05,0,0.0016212,0.0924695,0,0,0,0,0.0007563,0.0099475,0.0032767,0.0005719,0,0.0018628,0,0.0036513,0.0002974,0,0.0023438,0.0005042,0.0176927,7.63E-05,0,0,0.0180262,0,0,0.0062212,0,0,0,0,0.0024545,0.0026869,0,0,0.0001494,0,0,0,0.0384256,0
HSM67VEE,0,0.0006997,0.0011059,0,0,0,0,0,0,0,0,0.457327,0,0,0,0,1.64E-05,0,0,2.29E-05,0,0,0,0,0,0,0,0,8.28E-05,0,0,0,0,0,0,0,0,0.0014651,0.0021218,0,0,0.0001301,0.0007796,0,0,0.0002326,0.0071475,0.0003683,0.0358029,0,0,0,4.36E-05,7.76E-05,0.0006314,0,0,0.0002311,0,0.0018683,0.102715,0.0436616,0,0,0,0.183434,0,0,0,0.0022712,0,0,0.0054108,0.0056095,0.0034136,0.003579,0.0262624,0,0,0.0741566,0,5.04E-05,0,0,0.0065442,0.0030765,0.0022386
HSM67VES,0,0,0.0019984,0.0003945,0.0004572,0.0286165,0.0239127,0.0759377,6.92E-05,0,0,0.0007165,0,6.85E-05,0.03588,0,0.169923,0.0070138,0.0555397,6.76E-05,0.0006844,0,0,0,0.0122009,0.0097672,0,0.0809648,0,0,0,0,0.0089542,0.0275591,0.05621,0.0161907,0,0,0,0,0,0,0,0,0,0,0.0017262,0.0008892,0.123372,0.0808743,0,0,0.004375,0.0007309,0.002048,0.000764,0.0010482,0.0003271,0.003004,0.0008362,0.013754,0.0016379,0,0.0016331,0.0001743,0.0692,0.008534,0.0003698,0.0019004,0.0074868,2.28E-05,0.0180225,0.0027474,0,0,0,0,0.0005684,0.0004662,0,0.0010441,0.0004974,0,0,0,0,0.0016949
HSM67VF3,4.39E-05,0,3.66E-05,0,0,0.107079,0,0,0,0,0,0,0,0,0.077787,0,0.527576,0,0.165578,0.0258618,0.0049387,0,0,0,0,0,0,0,0.0376709,0,0,0,0,0,0,0,0,0,0.0002277,3.76E-05,0,0,0,0,8.34E-05,0.000481,0,0,0,0,0,0,1.14E-05,7.22E-05,0.000581,6.97E-05,0.0002446,0,0.0001296,0,0.0312384,0.0001185,0,0.0019469,0.0005411,0.0094259,0,0.0001916,0.0006257,0.0016121,0,0,0.0034401,0,1.31E-05,0.0006701,5.02E-05,0,0,0,0,3.80E-05,8.05E-05,0,5.20E-06,0,0.0004444
HSM67VFR,0.0002661,0,0.0038386,0.0004167,0.0017636,0,0,0,0,0,0,0,0,0,0.257811,0,0.164005,0,0.0001485,0.253915,0,0,0,0,0,1.60E-05,0,0.194462,0,0,0,0,0,0,0,0,0,5.56E-05,0.0017723,0.0001461,0.0021025,0.0006284,0,0,0.0022397,0.0010294,0,0,0.0574044,0,0,0,0.0043372,0,0.0098323,0.0002519,0.0005673,0,0,0,0,0.0001531,0.0006717,0,0.0003131,0,0,0,0,7.77E-05,0.0002992,0,0,0,0,0.0003275,6.11E-05,0,0,0,0,0.0154333,0.0050292,0,0,0,0
HSM67VFZ,0.0001633,0.0004192,0.0004333,0.0002562,0.0006822,0.0460016,0,0.0048558,0.16408,0,0.0315193,2.68E-05,0,4.20E-06,0.0243198,0,0.0521177,0.0068741,0.0775822,0.0648586,0.000305,0,0,0,0,0,0,0.0905352,0,0,0,0,0.0263541,0.0595122,0.0023517,0,0.0395387,0.0021783,0.0006898,0,0,0.0002139,0.0055606,0.000318,0.0001403,0.0009222,0.0037118,0.000193,0.0443744,0,0,0.0086158,1.75E-05,0.0006309,0.0049617,0.0019757,0.0013691,0.006094,0.0002513,4.74E-05,0.0003938,0.0006318,0.0007731,0.0045421,0,0.127462,9.36E-05,0,0,0.0462092,0,0,0,4.90E-06,0.000241,0.0012293,0.0012311,2.02E-05,4.40E-06,3.50E-06,0.0044429,0.0134219,0,0,0.0009553,0.0023122,0
HSM67VGA,0.0023301,0.0163165,0.0019839,0,0.0028956,0.0632377,0,0.0070914,0.0510307,0.000314,0,0.0006589,0,5.60E-05,0.0046523,0,0.0013222,0.0599287,0.0627189,0.0535664,0,0,1.57E-05,0,0.0094493,0.0657247,0,0,0,0,0,0.0108823,0.0010995,0.0236835,0.070437,0,0,6.74E-05,0.0004373,0.0001597,0.0005453,0.0001146,0.0187964,0,0.0005109,0.0001135,0.0008123,0.000993,5.11E-05,0.0068428,0,0.00284,0.0002736,0.001397,0.0052679,0,0.0013708,0.0062545,0.0004419,0.0185458,0,0.001718,0,0.0199724,0.0013084,0.109248,0.0053238,0,0,0.0149424,0,0,0.0856518,0,0,0.0006292,0.0001086,0.0066884,0.0005254,0,0.0106033,0.0005346,0.0007546,0,0.000134,0.030039,0
HSM67VGG,0.0001149,0.0011759,0.0001668,0,0.0002853,0.0281743,0,0.0016829,0.125411,8.70E-05,0,0.0015297,0,2.68E-05,0.0048267,0,0.0022777,0.0356898,0.0035249,0.0245797,0,0,0,0,0.0132707,0.117546,0,0,0,0,0,0.0010946,0.0035493,0.129574,0.041888,0,0,0,0.0156996,0.0008245,0.0020057,0.0084904,0.0022947,0,0.0038707,0,0.0007049,0,0,0.0080978,0,3.42E-05,0,0.0001708,0.0010252,0,0.0120951,0,0.0003795,0.0097304,0,0.0009949,0,0.0118124,0,0.0612605,0,0,0,0.0175796,0,0,0.0179737,0,0,0,0,0.0100848,0.0001487,0,0.0192304,0.0016184,0,0,0,0.163099,0.0005939
HSM67VH1,0,0.0045524,0.0054921,0.0021898,0.0005831,0.0530458,0,0.0125964,0,0,0,0.0001662,0,0,0.0220602,0,0.0477183,0,0.0921184,0,0,0,0,0,0,0.0074253,0,0.0362611,0,0,0,0,0,0,0,0.0020885,0,0.0001753,7.70E-06,0,0,0,0,0,0,0.0001654,0.0061198,0.003376,0.0322551,4.03E-05,0,0.0667355,8.61E-05,0.0004978,0.003203,0.0011453,0.007613,0,9.95E-05,0.0003221,0.21373,0.0006381,0,0.0001607,0.0002244,0.337052,0,0,0.0012333,0.0036016,0,0,0,0.0003745,0.0002344,0.0018718,0.0001577,0.0026722,0.0013102,0,0.0004794,0,0,0,0.0008367,0,0
HSM67VHF,0,0,6.90E-05,0,0,2.25E-05,0,0.0004744,0,2.50E-05,0,0.146993,0,0,0.0544109,0,0.249604,0.0516691,0.121236,3.16E-05,0.031735,0,0,0,0,2.25E-05,0,0.0001809,0.0966956,0,0,0,0.0092977,0.0347727,9.92E-05,0,0.0215575,0,0.0144149,0,0,0,0,0,0.0005,8.85E-05,0,0.0001205,0.0561246,0.0002091,0,0,0,0.0002589,0.0056566,0.0021729,5.13E-05,0,0.0015188,0.0003082,0.0042365,0.0013426,0,0.0033497,0,0.0349637,0,0,0,0.0184367,0,0,0.0043493,0,0,0,0,0.0018732,0.0022953,0,0,0,0.0001648,0,0,0.0237149,0
HSM67VI5,0,0,0.0113316,0,0.0058686,0.0297425,0,0.0013745,0,0.0146256,0,1.05E-05,0,3.57E-05,0.0331557,0,0.353303,0.0085037,0.0161669,0.0468031,0,0,0,0,0.0036787,9.00E-06,0.0042038,0.0402647,0,0,0,3.62E-05,0.0039306,0.0160722,0.067097,0.0120384,0,0.0012602,4.18E-05,0,0,0,0.0043308,0,0,7.37E-05,0.0008402,0.0023875,0.0844113,0.0012267,1.17E-05,0.002217,1.14E-05,0.0091438,0.0048077,0,0.0075415,0.0006486,0.0001031,0.0012251,0.0006582,0.0002326,0,0.0024742,0.0002714,0.021949,0,0,0.0103953,0.0227732,0,0,0.0098621,0.0009027,0.0001379,0.000956,0.0006647,0.000153,0.0005608,0,0,0.0001054,0.0001174,0,0.0006,0.0431513,0
HSM6XRQ8,8.63E-05,0.002086,0,0,6.29E-05,0.0079006,0.0015676,0.0012251,0,0.0012412,0.0014274,1.18E-05,0,0.0456742,0.0042117,0,0.0035331,0,0.0021623,0.0472225,0.0023351,0.0001644,0.0070487,1.99E-05,0,6.40E-06,0,0.0042703,0.0018796,0.0025257,0.0060508,0.472312,0.0003033,0.0002521,0.005361,0.0001922,0,0,0,0,0,0,0,0,0,0,0.0089835,0,0.0036071,0.0015397,0,0.0002492,0.0001257,0.0011399,0.0005898,0,0.0009246,0,0.0016023,0.0007601,0,0.0324812,0,0.00064,0.000515,0.112185,0,0.0139343,0,0.0320497,0,0,0,0,0,9.47E-05,0.0002868,0,0,0.0014044,0.0002981,0,0,0,0.0021183,0.0029642,0
HSM6XRQB,0,0,0,0,0,0.0629031,0,0,0,0,0,0,0,0.0384948,0.263809,0,0,0,0.0577087,0.0244976,0.0037084,0,0,0,0,5.18E-05,0,0,0.0001746,0,0,0,0,0,0,0,0,0,0.0421024,0.0003267,0.0014121,0.0427217,0,0,0.0360882,0.0012617,0,0.0139437,0.0003351,0,0,0,0.158933,0.0010488,0.0313174,0.0001501,0.0017977,0,0.0033488,0.0037675,0,0.0477867,0,0.003268,0,0.0010575,0,0,0,0.0764692,5.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0002384,0,0,0
HSM6XRQM,0,0,0.0001214,0,6.50E-06,0.0655344,4.23E-05,0.0288351,0,0,0,0.0078594,0,0.0356607,0.113143,0,0.0001428,0,0.15563,0.133645,0.0053085,0,0,0,0,0,0,0,0.0297818,0,0,0,0,0,0.133284,0,0,6.24E-05,0.0015315,3.58E-05,0,0,0.0142938,0,0,0,8.14E-05,0,0.0029841,0,0,0,0.0051282,0,0.0014565,0,0.0010574,0.0003257,7.11E-05,0.0004837,0.0191924,0.005364,0,0.008545,0.0005168,0.0020266,0,0,0,0.008019,0,0,0,0,0.0013339,0,0,0,0,0,0,0,0.001273,0.0337916,0,5.87E-05,0
HSM6XRQW,0,0,4.90E-06,0,0,0,0,0,0,0,0,0.0266905,0,3.16E-05,0.0577405,0,0.622017,0.0133303,3.39E-05,0.135848,0,0,0,0,0,0,0,0.0806134,0,0,0,0,0,0,0,0,0,2.29E-05,0.0007466,0,0.0005942,0,0,0.0018929,7.90E-05,0.0005669,0,0,0.0289096,0,0,0,0.004688,0,0.0014789,0,0,0,0,0,0,0.0006226,0,0,0.0034108,0.0010518,0,0,0,6.51E-05,4.72E-05,0,0,1.80E-05,7.64E-05,0.00507,0.0001587,0,0,0,0,0.0111126,0,0,0.0004759,0,0
HSM6XRRD,0.006947,0.0015107,0.0007587,0,0.0006662,0,0,2.52E-05,0,1.52E-05,0,0,0.0001131,0.0446199,0.0100325,0,0.250602,0,0.0374772,0.0202436,2.94E-05,0.0005083,0.0006811,0,0,7.62E-05,0,0.0086512,0,0,0,0.037008,0,2.97E-05,0.0084638,0.0022768,0,0.0066715,0,0,0,0,0,0,0,0,0.0066683,0.0002752,0.0546679,0.0031888,0,0.0001613,0,0.0001394,0.000636,0.0004605,0.0068383,0,0,0,0,0.0377092,0,0.0040696,0.0023696,0.0573355,0,0,0,0.0069617,0,0,0,0,0.0010452,0.0002426,0,0.000971,0.0007545,0.0399812,0,8.20E-05,4.77E-05,0,0.0113386,0,0
HSM6XRRJ,0,0,0.0001331,0,0,0,0,0,0,0,0,0,0,0.368334,0.0823428,0,0.383904,0,5.20E-06,4.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0024071,0.0167155,0,0.0002187,0,0,0.0112168,0,0,0.0001198,0.0023853,0,4.27E-05,0.0008811,0,0,0,0,0,0,0.002097,1.58E-05,0.0028683,0,8.58E-05,0,7.93E-05,0,0.0010611,0,0,0.0015435,0,0.0854918,0.0013923,0,0,0.000849,0,0,0,0,0,0,0,0.0005026,0.0002006,0,0.0024265,0.0006538,0.0002821,0,0,0,0
HSM6XRRV,0,0,0.0053427,0,0,0.0235322,0,0,0,0,0,0.0097147,8.63E-05,0,0.0021024,0,0,0.0098562,0.0698946,0.102656,0.0089676,0.000453,0,0,0.0055309,0,0,0.0138183,0,0,0,0,0,0.0067872,0.0405621,0,0,0,0.0113816,5.33E-05,0,0,0.0005261,0,0,0.0005882,0,0.0007123,0.108714,0,0,0,0.0005872,0.001599,0.0066859,0.002101,0.0024888,0.0104448,0.0500908,0,0,0.0024173,0,0.0013783,0,0.179516,0.0322402,0,0,0.0144295,0,0,0.162221,0,0.0002964,0.0004136,0.0010365,0.0038403,0.0041265,0,0.0251683,0.0529131,0,0,0.0012471,0,0
HSM6XRSG,0,0,0.0096156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001492,0,0.0002919,0.370927,0,0,0,0,0,0,0,0,0.0007252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051243,0,0.0023331,0,0,0.0013356,0,0,0,0,0,0,0,0.0005004,0,0,0,0,0,0,0.0838665,0,0,0,0,0,0,0,0,0.393505,0,0.0116226,0.0168745,0.0003265,0.0065722
HSM6XRSN,0,0,0.0008091,0,0,0.23671,0,0,0,0,0.0019459,0.0181591,0,1.34E-05,0.0769715,0,8.29E-05,0,0.0594126,0.279595,0.0042696,0,0,0,0.010802,0.0195463,0,0.0426404,0,0,0,0,0.0066098,0,0.0664584,0.0099403,0,2.16E-05,0,0,0,3.40E-06,0,0,7.47E-05,1.09E-05,0.0015636,0,0.0451969,0.00089,0,0,0.0027393,0.0004494,0.0056575,0.0017336,0.0012646,0,0.0006325,0.0008005,0.0164738,0.0097898,0,0.0014759,0,0.051195,0,0,0,0.0022729,0,0,0.0102651,0,0,9.67E-05,4.39E-05,0.0017667,2.57E-05,0,0.0021432,0.0005921,0,0,0.0003037,0,0
